,monthyear,campfilename,nationality,proportion,cmy
1976,62018,XXDoliana_GRE_007,Syrian,0.53,XXDoliana_GRE_007062018
1977,62018,XXDoliana_GRE_007,Yemeni,0.0,XXDoliana_GRE_007062018
1978,62018,XXDoliana_GRE_007,Iraqi,0.42,XXDoliana_GRE_007062018
1979,62018,XXDoliana_GRE_007,Congolese,0.0,XXDoliana_GRE_007062018
1980,62018,XXDoliana_GRE_007,Eritrean,0.0,XXDoliana_GRE_007062018
1981,62018,XXDoliana_GRE_007,Iranian,0.0,XXDoliana_GRE_007062018
1982,62018,XXDoliana_GRE_007,Pakistani,0.0,XXDoliana_GRE_007062018
1983,62018,XXDoliana_GRE_007,Palestinian,0.0,XXDoliana_GRE_007062018
1984,62018,XXDoliana_GRE_007,Afghan,0.0,XXDoliana_GRE_007062018
1985,62018,XXDoliana_GRE_007,Stateless,0.0,XXDoliana_GRE_007062018
1986,62018,XXDoliana_GRE_007,Somali,0.0,XXDoliana_GRE_007062018
1987,62018,XXDoliana_GRE_007,Kuwaiti,0.05,XXDoliana_GRE_007062018
1988,62018,XXDoliana_GRE_007,Moroccan,0.0,XXDoliana_GRE_007062018
1989,62018,XXDoliana_GRE_007,Egyptian,0.0,XXDoliana_GRE_007062018
1990,62018,XXDoliana_GRE_007,Algerian,0.0,XXDoliana_GRE_007062018
1991,62018,Drama_GRE_011,Syrian,0.52,Drama_GRE_011062018
1992,62018,Drama_GRE_011,Yemeni,0.0,Drama_GRE_011062018
1993,62018,Drama_GRE_011,Iraqi,0.38,Drama_GRE_011062018
1994,62018,Drama_GRE_011,Congolese,0.0,Drama_GRE_011062018
1995,62018,Drama_GRE_011,Eritrean,0.0,Drama_GRE_011062018
1996,62018,Drama_GRE_011,Iranian,0.0,Drama_GRE_011062018
1997,62018,Drama_GRE_011,Pakistani,0.0,Drama_GRE_011062018
1998,62018,Drama_GRE_011,Palestinian,0.0,Drama_GRE_011062018
1999,62018,Drama_GRE_011,Afghan,0.03,Drama_GRE_011062018
2000,62018,Drama_GRE_011,Stateless,0.04,Drama_GRE_011062018
2001,62018,Drama_GRE_011,Somali,0.0,Drama_GRE_011062018
2002,62018,Drama_GRE_011,Kuwaiti,0.0,Drama_GRE_011062018
2003,62018,Drama_GRE_011,Moroccan,0.0,Drama_GRE_011062018
2004,62018,Drama_GRE_011,Egyptian,0.0,Drama_GRE_011062018
2005,62018,Drama_GRE_011,Algerian,0.02,Drama_GRE_011062018
2006,62018,Eleonas_GRE_013,Syrian,0.27,Eleonas_GRE_013062018
2007,62018,Eleonas_GRE_013,Iranian,0.08,Eleonas_GRE_013062018
2008,62018,Eleonas_GRE_013,Pakistani,0.06,Eleonas_GRE_013062018
2009,62018,Eleonas_GRE_013,Afghan,0.4,Eleonas_GRE_013062018
2010,62018,XXFilipiada_GRE_019,Syrian,0.22,XXFilipiada_GRE_019062018
2011,62018,XXFilipiada_GRE_019,Iraqi,0.37,XXFilipiada_GRE_019062018
2012,62018,XXFilipiada_GRE_019,Iranian,0.05,XXFilipiada_GRE_019062018
2013,62018,XXFilipiada_GRE_019,Afghan,0.34,XXFilipiada_GRE_019062018
2014,62018,Kato-Milia_GRE_061,Syrian,0.6,Kato-Milia_GRE_061062018
2015,62018,Kato-Milia_GRE_061,Iraqi,0.18,Kato-Milia_GRE_061062018
2016,62018,Kato-Milia_GRE_061,Palestinian,0.05,Kato-Milia_GRE_061062018
2017,62018,Kato-Milia_GRE_061,Afghan,0.1,Kato-Milia_GRE_061062018
2018,62018,XXKonitsa_GRE_026,Syrian,1.0,XXKonitsa_GRE_026062018
2019,62018,XXKonitsa_GRE_026,Yemeni,0.0,XXKonitsa_GRE_026062018
2020,62018,XXKonitsa_GRE_026,Iraqi,0.0,XXKonitsa_GRE_026062018
2021,62018,XXKonitsa_GRE_026,Congolese,0.0,XXKonitsa_GRE_026062018
2022,62018,XXKonitsa_GRE_026,Eritrean,0.0,XXKonitsa_GRE_026062018
2023,62018,XXKonitsa_GRE_026,Iranian,0.0,XXKonitsa_GRE_026062018
2024,62018,XXKonitsa_GRE_026,Pakistani,0.0,XXKonitsa_GRE_026062018
2025,62018,XXKonitsa_GRE_026,Palestinian,0.0,XXKonitsa_GRE_026062018
2026,62018,XXKonitsa_GRE_026,Afghan,0.0,XXKonitsa_GRE_026062018
2027,62018,XXKonitsa_GRE_026,Stateless,0.0,XXKonitsa_GRE_026062018
2028,62018,XXKonitsa_GRE_026,Somali,0.0,XXKonitsa_GRE_026062018
2029,62018,XXKonitsa_GRE_026,Kuwaiti,0.0,XXKonitsa_GRE_026062018
2030,62018,XXKonitsa_GRE_026,Moroccan,0.0,XXKonitsa_GRE_026062018
2031,62018,XXKonitsa_GRE_026,Egyptian,0.0,XXKonitsa_GRE_026062018
2032,62018,XXKonitsa_GRE_026,Algerian,0.0,XXKonitsa_GRE_026062018
2033,62018,Kavala_GRE_024,Syrian,0.39,Kavala_GRE_024062018
2034,62018,Kavala_GRE_024,Iraqi,0.29,Kavala_GRE_024062018
2035,62018,Kavala_GRE_024,Pakistani,0.03,Kavala_GRE_024062018
2036,62018,Kavala_GRE_024,Afghan,0.18,Kavala_GRE_024062018
2037,62018,Kavala_GRE_024,Stateless,0.05,Kavala_GRE_024062018
2038,62018,Kos_GRE_027,Syrian,0.2,Kos_GRE_027062018
2039,62018,Kos_GRE_027,Iraqi,0.55,Kos_GRE_027062018
2040,62018,Kos_GRE_027,Pakistani,0.05,Kos_GRE_027062018
2041,62018,Kos_GRE_027,Stateless,0.07,Kos_GRE_027062018
2042,62018,Koutsochero_GRE_028,Syrian,0.53,Koutsochero_GRE_028062018
2043,62018,Koutsochero_GRE_028,Iraqi,0.25,Koutsochero_GRE_028062018
2044,62018,Koutsochero_GRE_028,Congolese,0.06,Koutsochero_GRE_028062018
2045,62018,Koutsochero_GRE_028,Afghan,0.05,Koutsochero_GRE_028062018
2046,62018,Lagkadikia_GRE_029,Syrian,0.51,Lagkadikia_GRE_029062018
2047,62018,Lagkadikia_GRE_029,Iraqi,0.37,Lagkadikia_GRE_029062018
2048,62018,Lagkadikia_GRE_029,Iranian,0.03,Lagkadikia_GRE_029062018
2049,62018,Lagkadikia_GRE_029,Pakistani,0.05,Lagkadikia_GRE_029062018
2050,62018,Lavrio-New_GRE_030,Syrian,0.49,Lavrio-New_GRE_030062018
2051,62018,Lavrio-New_GRE_030,Iraqi,0.12,Lavrio-New_GRE_030062018
2052,62018,Lavrio-New_GRE_030,Congolese,0.07,Lavrio-New_GRE_030062018
2053,62018,Lavrio-New_GRE_030,Afghan,0.12,Lavrio-New_GRE_030062018
2054,62018,Leros-Lepida_GRE_032,Syrian,0.49,Leros-Lepida_GRE_032062018
2055,62018,Leros-Lepida_GRE_032,Iraqi,0.28,Leros-Lepida_GRE_032062018
2056,62018,Leros-Lepida_GRE_032,Iranian,0.04,Leros-Lepida_GRE_032062018
2057,62018,Leros-Lepida_GRE_032,Afghan,0.08,Leros-Lepida_GRE_032062018
2058,62018,XXMalakasa-MC_GRE_012,Syrian,0.24,XXMalakasa-MC_GRE_012062018
2059,62018,XXMalakasa-MC_GRE_012,Yemeni,0.0,XXMalakasa-MC_GRE_012062018
2060,62018,XXMalakasa-MC_GRE_012,Iraqi,0.15,XXMalakasa-MC_GRE_012062018
2061,62018,XXMalakasa-MC_GRE_012,Congolese,0.0,XXMalakasa-MC_GRE_012062018
2062,62018,XXMalakasa-MC_GRE_012,Eritrean,0.0,XXMalakasa-MC_GRE_012062018
2063,62018,XXMalakasa-MC_GRE_012,Iranian,0.06,XXMalakasa-MC_GRE_012062018
2064,62018,XXMalakasa-MC_GRE_012,Pakistani,0.02,XXMalakasa-MC_GRE_012062018
2065,62018,XXMalakasa-MC_GRE_012,Palestinian,0.0,XXMalakasa-MC_GRE_012062018
2066,62018,XXMalakasa-MC_GRE_012,Afghan,0.52,XXMalakasa-MC_GRE_012062018
2067,62018,XXMalakasa-MC_GRE_012,Stateless,0.0,XXMalakasa-MC_GRE_012062018
2068,62018,XXMalakasa-MC_GRE_012,Somali,0.0,XXMalakasa-MC_GRE_012062018
2069,62018,XXMalakasa-MC_GRE_012,Kuwaiti,0.0,XXMalakasa-MC_GRE_012062018
2070,62018,XXMalakasa-MC_GRE_012,Moroccan,0.0,XXMalakasa-MC_GRE_012062018
2071,62018,XXMalakasa-MC_GRE_012,Egyptian,0.0,XXMalakasa-MC_GRE_012062018
2072,62018,XXMalakasa-MC_GRE_012,Algerian,0.0,XXMalakasa-MC_GRE_012062018
2073,62018,Moria_GRE_001,Syrian,0.33,Moria_GRE_001062018
2074,62018,Moria_GRE_001,Iraqi,0.14,Moria_GRE_001062018
2075,62018,Moria_GRE_001,Congolese,0.08,Moria_GRE_001062018
2076,62018,Moria_GRE_001,Afghan,0.2,Moria_GRE_001062018
2077,62018,Nea-Kavala_GRE_034,Syrian,0.35,Nea-Kavala_GRE_034062018
2078,62018,Nea-Kavala_GRE_034,Iraqi,0.22,Nea-Kavala_GRE_034062018
2079,62018,Nea-Kavala_GRE_034,Congolese,0.08,Nea-Kavala_GRE_034062018
2080,62018,Nea-Kavala_GRE_034,Pakistani,0.04,Nea-Kavala_GRE_034062018
2081,62018,XXPikpa-Leros_GRE_038,Syrian,0.53,XXPikpa-Leros_GRE_038062018
2082,62018,XXPikpa-Leros_GRE_038,Iraqi,0.44,XXPikpa-Leros_GRE_038062018
2083,62018,XXPikpa-Leros_GRE_038,Pakistani,0.01,XXPikpa-Leros_GRE_038062018
2084,62018,Ritsona_GRE_040,Syrian,0.78,Ritsona_GRE_040062018
2085,62018,Ritsona_GRE_040,Yemeni,0.0,Ritsona_GRE_040062018
2086,62018,Ritsona_GRE_040,Iraqi,0.14,Ritsona_GRE_040062018
2087,62018,Ritsona_GRE_040,Eritrean,0.0,Ritsona_GRE_040062018
2088,62018,Ritsona_GRE_040,Iranian,0.0,Ritsona_GRE_040062018
2089,62018,Ritsona_GRE_040,Pakistani,0.0,Ritsona_GRE_040062018
2090,62018,Ritsona_GRE_040,Palestinian,0.04,Ritsona_GRE_040062018
2091,62018,Ritsona_GRE_040,Afghan,0.0,Ritsona_GRE_040062018
2092,62018,Ritsona_GRE_040,Stateless,0.0,Ritsona_GRE_040062018
2093,62018,Ritsona_GRE_040,Somali,0.03,Ritsona_GRE_040062018
2094,62018,Ritsona_GRE_040,Kuwaiti,0.0,Ritsona_GRE_040062018
2095,62018,Ritsona_GRE_040,Moroccan,0.0,Ritsona_GRE_040062018
2096,62018,Ritsona_GRE_040,Egyptian,0.0,Ritsona_GRE_040062018
2097,62018,Ritsona_GRE_040,Algerian,0.0,Ritsona_GRE_040062018
2098,62018,Serres_GRE_042,Syrian,0.01,Serres_GRE_042062018
2099,62018,Serres_GRE_042,Yemeni,0.0,Serres_GRE_042062018
2100,62018,Serres_GRE_042,Iraqi,0.99,Serres_GRE_042062018
2101,62018,Serres_GRE_042,Congolese,0.0,Serres_GRE_042062018
2102,62018,Serres_GRE_042,Eritrean,0.0,Serres_GRE_042062018
2103,62018,Serres_GRE_042,Iranian,0.0,Serres_GRE_042062018
2104,62018,Serres_GRE_042,Pakistani,0.0,Serres_GRE_042062018
2105,62018,Serres_GRE_042,Palestinian,0.0,Serres_GRE_042062018
2106,62018,Serres_GRE_042,Afghan,0.0,Serres_GRE_042062018
2107,62018,Serres_GRE_042,Stateless,0.0,Serres_GRE_042062018
2108,62018,Serres_GRE_042,Somali,0.0,Serres_GRE_042062018
2109,62018,Serres_GRE_042,Kuwaiti,0.0,Serres_GRE_042062018
2110,62018,Serres_GRE_042,Moroccan,0.0,Serres_GRE_042062018
2111,62018,Serres_GRE_042,Egyptian,0.0,Serres_GRE_042062018
2112,62018,Serres_GRE_042,Algerian,0.0,Serres_GRE_042062018
2113,62018,Skaramangas_GRE_014,Syrian,0.56,Skaramangas_GRE_014062018
2114,62018,Skaramangas_GRE_014,Yemeni,0.0,Skaramangas_GRE_014062018
2115,62018,Skaramangas_GRE_014,Iraqi,0.33,Skaramangas_GRE_014062018
2116,62018,Skaramangas_GRE_014,Congolese,0.0,Skaramangas_GRE_014062018
2117,62018,Skaramangas_GRE_014,Eritrean,0.0,Skaramangas_GRE_014062018
2118,62018,Skaramangas_GRE_014,Iranian,0.01,Skaramangas_GRE_014062018
2119,62018,Skaramangas_GRE_014,Pakistani,0.0,Skaramangas_GRE_014062018
2120,62018,Skaramangas_GRE_014,Palestinian,0.0,Skaramangas_GRE_014062018
2121,62018,Skaramangas_GRE_014,Afghan,0.09,Skaramangas_GRE_014062018
2122,62018,Skaramangas_GRE_014,Stateless,0.0,Skaramangas_GRE_014062018
2123,62018,Skaramangas_GRE_014,Somali,0.0,Skaramangas_GRE_014062018
2124,62018,Skaramangas_GRE_014,Kuwaiti,0.0,Skaramangas_GRE_014062018
2125,62018,Skaramangas_GRE_014,Moroccan,0.0,Skaramangas_GRE_014062018
2126,62018,Skaramangas_GRE_014,Egyptian,0.0,Skaramangas_GRE_014062018
2127,62018,Skaramangas_GRE_014,Algerian,0.0,Skaramangas_GRE_014062018
2128,62018,Vathi-Samos_GRE_053,Syrian,0.36,Vathi-Samos_GRE_053062018
2129,62018,Vathi-Samos_GRE_053,Iraqi,0.26,Vathi-Samos_GRE_053062018
2130,62018,Vathi-Samos_GRE_053,Afghan,0.1,Vathi-Samos_GRE_053062018
2131,62018,Veria_GRE_054,Syrian,0.63,Veria_GRE_054062018
2132,62018,Veria_GRE_054,Iraqi,0.21,Veria_GRE_054062018
2133,62018,Veria_GRE_054,Palestinian,0.05,Veria_GRE_054062018
2134,62018,Veria_GRE_054,Stateless,0.03,Veria_GRE_054062018
2135,62018,XXVial-Chios-NRC_GRE_066,Syrian,0.31,XXVial-Chios-NRC_GRE_066062018
2136,62018,XXVial-Chios-NRC_GRE_066,Iraqi,0.3,XXVial-Chios-NRC_GRE_066062018
2137,62018,XXVial-Chios-NRC_GRE_066,Palestinian,0.07,XXVial-Chios-NRC_GRE_066062018
2138,62018,XXVial-Chios-NRC_GRE_066,Afghan,0.1,XXVial-Chios-NRC_GRE_066062018
2139,62018,Volos_GRE_055,Syrian,0.55,Volos_GRE_055062018
2140,62018,Volos_GRE_055,Yemeni,0.0,Volos_GRE_055062018
2141,62018,Volos_GRE_055,Iraqi,0.4,Volos_GRE_055062018
2142,62018,Volos_GRE_055,Congolese,0.0,Volos_GRE_055062018
2143,62018,Volos_GRE_055,Eritrean,0.0,Volos_GRE_055062018
2144,62018,Volos_GRE_055,Iranian,0.0,Volos_GRE_055062018
2145,62018,Volos_GRE_055,Pakistani,0.0,Volos_GRE_055062018
2146,62018,Volos_GRE_055,Palestinian,0.0,Volos_GRE_055062018
2147,62018,Volos_GRE_055,Afghan,0.0,Volos_GRE_055062018
2148,62018,Volos_GRE_055,Stateless,0.05,Volos_GRE_055062018
2149,62018,Volos_GRE_055,Somali,0.0,Volos_GRE_055062018
2150,62018,Volos_GRE_055,Kuwaiti,0.0,Volos_GRE_055062018
2151,62018,Volos_GRE_055,Moroccan,0.0,Volos_GRE_055062018
2152,62018,Volos_GRE_055,Egyptian,0.0,Volos_GRE_055062018
2153,62018,Volos_GRE_055,Algerian,0.0,Volos_GRE_055062018
2154,92018,Alexandria-Ref_GRE_003,Syrian,0.41,Alexandria-Ref_GRE_003092018
2155,92018,Alexandria-Ref_GRE_003,Iraqi,0.28,Alexandria-Ref_GRE_003092018
2156,92018,Alexandria-Ref_GRE_003,Pakistani,0.03,Alexandria-Ref_GRE_003092018
2157,92018,Alexandria-Ref_GRE_003,Palestinian,0.01,Alexandria-Ref_GRE_003092018
2158,92018,Andravida_GRE_004,Syrian,0.99,Andravida_GRE_004092018
2159,92018,Andravida_GRE_004,Yemeni,0.0,Andravida_GRE_004092018
2160,92018,Andravida_GRE_004,Iraqi,0.01,Andravida_GRE_004092018
2161,92018,Andravida_GRE_004,Congolese,0.0,Andravida_GRE_004092018
2162,92018,Andravida_GRE_004,Eritrean,0.0,Andravida_GRE_004092018
2163,92018,Andravida_GRE_004,Iranian,0.0,Andravida_GRE_004092018
2164,92018,Andravida_GRE_004,Pakistani,0.0,Andravida_GRE_004092018
2165,92018,Andravida_GRE_004,Palestinian,0.0,Andravida_GRE_004092018
2166,92018,Andravida_GRE_004,Afghan,0.0,Andravida_GRE_004092018
2167,92018,Andravida_GRE_004,Stateless,0.0,Andravida_GRE_004092018
2168,92018,Andravida_GRE_004,Somali,0.0,Andravida_GRE_004092018
2169,92018,Andravida_GRE_004,Kuwaiti,0.0,Andravida_GRE_004092018
2170,92018,Andravida_GRE_004,Moroccan,0.0,Andravida_GRE_004092018
2171,92018,Andravida_GRE_004,Egyptian,0.0,Andravida_GRE_004092018
2172,92018,Andravida_GRE_004,Algerian,0.0,Andravida_GRE_004092018
2173,92018,Diavata_GRE_008,Syrian,0.28,Diavata_GRE_008092018
2174,92018,Diavata_GRE_008,Yemeni,0.0,Diavata_GRE_008092018
2175,92018,Diavata_GRE_008,Iraqi,0.39,Diavata_GRE_008092018
2176,92018,Diavata_GRE_008,Congolese,0.0,Diavata_GRE_008092018
2177,92018,Diavata_GRE_008,Eritrean,0.0,Diavata_GRE_008092018
2178,92018,Diavata_GRE_008,Iranian,0.09,Diavata_GRE_008092018
2179,92018,Diavata_GRE_008,Pakistani,0.05,Diavata_GRE_008092018
2180,92018,Diavata_GRE_008,Palestinian,0.0,Diavata_GRE_008092018
2181,92018,Diavata_GRE_008,Afghan,0.19,Diavata_GRE_008092018
2182,92018,Diavata_GRE_008,Stateless,0.0,Diavata_GRE_008092018
2183,92018,Diavata_GRE_008,Somali,0.0,Diavata_GRE_008092018
2184,92018,Diavata_GRE_008,Kuwaiti,0.0,Diavata_GRE_008092018
2185,92018,Diavata_GRE_008,Moroccan,0.0,Diavata_GRE_008092018
2186,92018,Diavata_GRE_008,Egyptian,0.0,Diavata_GRE_008092018
2187,92018,Diavata_GRE_008,Algerian,0.0,Diavata_GRE_008092018
2188,92018,XXDoliana_GRE_007,Syrian,0.57,XXDoliana_GRE_007092018
2189,92018,XXDoliana_GRE_007,Yemeni,0.0,XXDoliana_GRE_007092018
2190,92018,XXDoliana_GRE_007,Iraqi,0.37,XXDoliana_GRE_007092018
2191,92018,XXDoliana_GRE_007,Congolese,0.0,XXDoliana_GRE_007092018
2192,92018,XXDoliana_GRE_007,Eritrean,0.0,XXDoliana_GRE_007092018
2193,92018,XXDoliana_GRE_007,Iranian,0.0,XXDoliana_GRE_007092018
2194,92018,XXDoliana_GRE_007,Pakistani,0.0,XXDoliana_GRE_007092018
2195,92018,XXDoliana_GRE_007,Palestinian,0.0,XXDoliana_GRE_007092018
2196,92018,XXDoliana_GRE_007,Afghan,0.0,XXDoliana_GRE_007092018
2197,92018,XXDoliana_GRE_007,Stateless,0.06,XXDoliana_GRE_007092018
2198,92018,XXDoliana_GRE_007,Somali,0.0,XXDoliana_GRE_007092018
2199,92018,XXDoliana_GRE_007,Kuwaiti,0.0,XXDoliana_GRE_007092018
2200,92018,XXDoliana_GRE_007,Moroccan,0.0,XXDoliana_GRE_007092018
2201,92018,XXDoliana_GRE_007,Egyptian,0.0,XXDoliana_GRE_007092018
2202,92018,XXDoliana_GRE_007,Algerian,0.0,XXDoliana_GRE_007092018
2203,92018,Drama_GRE_011,Syrian,0.5,Drama_GRE_011092018
2204,92018,Drama_GRE_011,Yemeni,0.0,Drama_GRE_011092018
2205,92018,Drama_GRE_011,Iraqi,0.45,Drama_GRE_011092018
2206,92018,Drama_GRE_011,Congolese,0.0,Drama_GRE_011092018
2207,92018,Drama_GRE_011,Eritrean,0.0,Drama_GRE_011092018
2208,92018,Drama_GRE_011,Iranian,0.0,Drama_GRE_011092018
2209,92018,Drama_GRE_011,Pakistani,0.0,Drama_GRE_011092018
2210,92018,Drama_GRE_011,Palestinian,0.0,Drama_GRE_011092018
2211,92018,Drama_GRE_011,Afghan,0.0,Drama_GRE_011092018
2212,92018,Drama_GRE_011,Stateless,0.03,Drama_GRE_011092018
2213,92018,Drama_GRE_011,Somali,0.0,Drama_GRE_011092018
2214,92018,Drama_GRE_011,Kuwaiti,0.0,Drama_GRE_011092018
2215,92018,Drama_GRE_011,Moroccan,0.0,Drama_GRE_011092018
2216,92018,Drama_GRE_011,Egyptian,0.0,Drama_GRE_011092018
2217,92018,Drama_GRE_011,Algerian,0.01,Drama_GRE_011092018
2218,92018,Eleonas_GRE_013,Syrian,0.31,Eleonas_GRE_013092018
2219,92018,Eleonas_GRE_013,Iraqi,0.07,Eleonas_GRE_013092018
2220,92018,Eleonas_GRE_013,Iranian,0.09,Eleonas_GRE_013092018
2221,92018,Eleonas_GRE_013,Afghan,0.37,Eleonas_GRE_013092018
2222,92018,XXFilipiada_GRE_019,Syrian,0.51,XXFilipiada_GRE_019092018
2223,92018,XXFilipiada_GRE_019,Yemeni,0.0,XXFilipiada_GRE_019092018
2224,92018,XXFilipiada_GRE_019,Iraqi,0.22,XXFilipiada_GRE_019092018
2225,92018,XXFilipiada_GRE_019,Congolese,0.0,XXFilipiada_GRE_019092018
2226,92018,XXFilipiada_GRE_019,Eritrean,0.0,XXFilipiada_GRE_019092018
2227,92018,XXFilipiada_GRE_019,Iranian,0.06,XXFilipiada_GRE_019092018
2228,92018,XXFilipiada_GRE_019,Pakistani,0.0,XXFilipiada_GRE_019092018
2229,92018,XXFilipiada_GRE_019,Palestinian,0.0,XXFilipiada_GRE_019092018
2230,92018,XXFilipiada_GRE_019,Afghan,0.21,XXFilipiada_GRE_019092018
2231,92018,XXFilipiada_GRE_019,Stateless,0.0,XXFilipiada_GRE_019092018
2232,92018,XXFilipiada_GRE_019,Somali,0.0,XXFilipiada_GRE_019092018
2233,92018,XXFilipiada_GRE_019,Kuwaiti,0.0,XXFilipiada_GRE_019092018
2234,92018,XXFilipiada_GRE_019,Moroccan,0.0,XXFilipiada_GRE_019092018
2235,92018,XXFilipiada_GRE_019,Egyptian,0.0,XXFilipiada_GRE_019092018
2236,92018,XXFilipiada_GRE_019,Algerian,0.0,XXFilipiada_GRE_019092018
2237,92018,Kato-Milia_GRE_061,Syrian,0.63,Kato-Milia_GRE_061092018
2238,92018,Kato-Milia_GRE_061,Iraqi,0.2,Kato-Milia_GRE_061092018
2239,92018,Kato-Milia_GRE_061,Palestinian,0.04,Kato-Milia_GRE_061092018
2240,92018,Kato-Milia_GRE_061,Afghan,0.08,Kato-Milia_GRE_061092018
2241,92018,Kavala_GRE_024,Syrian,0.44,Kavala_GRE_024092018
2242,92018,Kavala_GRE_024,Yemeni,0.0,Kavala_GRE_024092018
2243,92018,Kavala_GRE_024,Iraqi,0.33,Kavala_GRE_024092018
2244,92018,Kavala_GRE_024,Congolese,0.0,Kavala_GRE_024092018
2245,92018,Kavala_GRE_024,Eritrean,0.0,Kavala_GRE_024092018
2246,92018,Kavala_GRE_024,Iranian,0.04,Kavala_GRE_024092018
2247,92018,Kavala_GRE_024,Pakistani,0.05,Kavala_GRE_024092018
2248,92018,Kavala_GRE_024,Palestinian,0.0,Kavala_GRE_024092018
2249,92018,Kavala_GRE_024,Afghan,0.14,Kavala_GRE_024092018
2250,92018,Kavala_GRE_024,Stateless,0.0,Kavala_GRE_024092018
2251,92018,Kavala_GRE_024,Somali,0.0,Kavala_GRE_024092018
2252,92018,Kavala_GRE_024,Kuwaiti,0.0,Kavala_GRE_024092018
2253,92018,Kavala_GRE_024,Moroccan,0.0,Kavala_GRE_024092018
2254,92018,Kavala_GRE_024,Egyptian,0.0,Kavala_GRE_024092018
2255,92018,Kavala_GRE_024,Algerian,0.0,Kavala_GRE_024092018
2256,92018,Kos_GRE_027,Syrian,0.2,Kos_GRE_027092018
2257,92018,Kos_GRE_027,Iraqi,0.46,Kos_GRE_027092018
2258,92018,Kos_GRE_027,Palestinian,0.11,Kos_GRE_027092018
2259,92018,Kos_GRE_027,Stateless,0.06,Kos_GRE_027092018
2260,92018,Koutsochero_GRE_028,Syrian,0.49,Koutsochero_GRE_028092018
2261,92018,Koutsochero_GRE_028,Yemeni,0.0,Koutsochero_GRE_028092018
2262,92018,Koutsochero_GRE_028,Iraqi,0.21,Koutsochero_GRE_028092018
2263,92018,Koutsochero_GRE_028,Congolese,0.04,Koutsochero_GRE_028092018
2264,92018,Koutsochero_GRE_028,Eritrean,0.0,Koutsochero_GRE_028092018
2265,92018,Koutsochero_GRE_028,Iranian,0.0,Koutsochero_GRE_028092018
2266,92018,Koutsochero_GRE_028,Pakistani,0.12,Koutsochero_GRE_028092018
2267,92018,Koutsochero_GRE_028,Palestinian,0.0,Koutsochero_GRE_028092018
2268,92018,Koutsochero_GRE_028,Afghan,0.14,Koutsochero_GRE_028092018
2269,92018,Koutsochero_GRE_028,Stateless,0.0,Koutsochero_GRE_028092018
2270,92018,Koutsochero_GRE_028,Somali,0.0,Koutsochero_GRE_028092018
2271,92018,Koutsochero_GRE_028,Kuwaiti,0.0,Koutsochero_GRE_028092018
2272,92018,Koutsochero_GRE_028,Moroccan,0.0,Koutsochero_GRE_028092018
2273,92018,Koutsochero_GRE_028,Egyptian,0.0,Koutsochero_GRE_028092018
2274,92018,Koutsochero_GRE_028,Algerian,0.0,Koutsochero_GRE_028092018
2275,92018,Lagkadikia_GRE_029,Syrian,0.54,Lagkadikia_GRE_029092018
2276,92018,Lagkadikia_GRE_029,Iraqi,0.35,Lagkadikia_GRE_029092018
2277,92018,Lagkadikia_GRE_029,Iranian,0.03,Lagkadikia_GRE_029092018
2278,92018,Lagkadikia_GRE_029,Pakistani,0.05,Lagkadikia_GRE_029092018
2279,92018,Lavrio-New_GRE_030,Syrian,0.53,Lavrio-New_GRE_030092018
2280,92018,Lavrio-New_GRE_030,Iraqi,0.13,Lavrio-New_GRE_030092018
2281,92018,Lavrio-New_GRE_030,Congolese,0.07,Lavrio-New_GRE_030092018
2282,92018,Lavrio-New_GRE_030,Afghan,0.1,Lavrio-New_GRE_030092018
2283,92018,Leros-Lepida_GRE_032,Syrian,0.49,Leros-Lepida_GRE_032092018
2284,92018,Leros-Lepida_GRE_032,Iraqi,0.27,Leros-Lepida_GRE_032092018
2285,92018,Leros-Lepida_GRE_032,Palestinian,0.05,Leros-Lepida_GRE_032092018
2286,92018,Leros-Lepida_GRE_032,Afghan,0.05,Leros-Lepida_GRE_032092018
2287,92018,XXMalakasa-MC_GRE_012,Syrian,0.26,XXMalakasa-MC_GRE_012092018
2288,92018,XXMalakasa-MC_GRE_012,Yemeni,0.0,XXMalakasa-MC_GRE_012092018
2289,92018,XXMalakasa-MC_GRE_012,Iraqi,0.17,XXMalakasa-MC_GRE_012092018
2290,92018,XXMalakasa-MC_GRE_012,Congolese,0.0,XXMalakasa-MC_GRE_012092018
2291,92018,XXMalakasa-MC_GRE_012,Eritrean,0.0,XXMalakasa-MC_GRE_012092018
2292,92018,XXMalakasa-MC_GRE_012,Iranian,0.06,XXMalakasa-MC_GRE_012092018
2293,92018,XXMalakasa-MC_GRE_012,Pakistani,0.0,XXMalakasa-MC_GRE_012092018
2294,92018,XXMalakasa-MC_GRE_012,Palestinian,0.0,XXMalakasa-MC_GRE_012092018
2295,92018,XXMalakasa-MC_GRE_012,Afghan,0.5,XXMalakasa-MC_GRE_012092018
2296,92018,XXMalakasa-MC_GRE_012,Stateless,0.0,XXMalakasa-MC_GRE_012092018
2297,92018,XXMalakasa-MC_GRE_012,Somali,0.0,XXMalakasa-MC_GRE_012092018
2298,92018,XXMalakasa-MC_GRE_012,Kuwaiti,0.0,XXMalakasa-MC_GRE_012092018
2299,92018,XXMalakasa-MC_GRE_012,Moroccan,0.0,XXMalakasa-MC_GRE_012092018
2300,92018,XXMalakasa-MC_GRE_012,Egyptian,0.0,XXMalakasa-MC_GRE_012092018
